Crash Number,City Town Name,Crash Date,Crash Severity,Crash Status,Crash Time,Crash Year,Max Injury Severity Reported,Number of Vehicles,Police Agency Type,State Police Troop,Age of Driver - Youngest Known,Age of Driver - Oldest Known,Age of Vulnerable User - Youngest Known,Age of Vulnerable User - Oldest Known,Crash Hour,Driver Contributing Circumstances (All Drivers),Driver Distracted By (All Vehicles),First Harmful Event,Is Geocoded,Light Conditions,Manner of Collision,MassDOT District,Vulnerable User Action (All Persons),Vulnerable User Location (All Persons),Vulnerable User Type (All Persons),RMV Document Numbers,Road Surface Condition,Roadway Junction Type,RPA Abbreviation,Total Fatalities,Total Non-Fatal Injuries,Traffic Control Device Type,Trafficway Description,Vehicle Actions Prior to Crash (All Vehicles),Vehicle Configuration (All Vehicles),Vehicle Emergency Use (All Vehicles),Vehicle Towed From Scene (All Vehicles),Vehicle Travel Directions (All Vehicles),Weather Conditions,County Name,Crash Report IDs,FMCSA Reportable (All Vehicles),FMCSA Reportable (Crash),First Harmful Event Location,Geocoding Method,Hit and Run,Locality,Most Harmful Event (All Vehicles),Road Contributing Circumstance,School Bus Related,Speed Limit,Traffic Control Device Function,Vehicle Sequence of Events (All Vehicles),Work Zone Related,Vulnerable User Sequence of Events (All Persons),Vulnerable User Distracted By (All Persons),Vulnerable User Traffic Control Type (All persons),Vulnerable User Origin Destination (All Persons),Vulnerable User Contributing Circumstances (All Persons),Vulnerable User Alcohol Suspected Type (All Persons),Vulnerable User Drug Suspected Type (All Persons),X,Y,Latitude,Longitude,Street Number,Roadway,Near Intersection Roadway,Distance and Direction From Intersection,Milemarker,Milemarker Route,Distance and Direction From Milemarker,Exit Number,Exit Route,Distance and Direction From Exit,Landmark,Distance and Direction From Landmark,AADT-linked RD,AADT Year-linked RD,Peak % Single Unit Trucks-linked RD,Single-Unit Truck and Bus AADT-linked RD,Peak % Combo Trucks-linked RD,Combination Truck AADT-linked RD,Curb-linked RD-linked RD,Jurisdiction-linked RD,Truck Route-linked RD,Left Sidewalk Width-linked RD,Right Sidewalk Width-linked RD,Left Shoulder Width-linked RD,Left Shoulder Type-linked RD,Surface Width-linked RD,Surface Type-linked RD,Right Shoulder Width-linked RD,Right Shoulder Type-linked RD,Number of Travel Lanes-linked RD,Number of Opposing Travel Lanes-linked RD,Median Width-linked RD,Median Type-linked RD,Urban Type-linked RD,Functional Classification-linked RD,Urbanized Area-linked RD,Federal Aid Route Number-linked RD,Facility Type-linked RD,Street Operation-linked RD,Access Control-linked RD,Number of Peak Hour Lanes-linked RD,Speed Limit-linked RD,Street Name-linked RD,From Street Name-linked RD,To Street Name-linked RD,City-linked RD-linked RD,Structural Condition-linked RD,Terrain-linked RD,Urban Location Type-linked RD,AADT Derivation-linked RD,AADT Station Number-linked RD,Opposing Direction Speed Limit-linked RD,Undivided Left Shoulder Type-linked RD,Undivided Left Shoulder Width-linked RD,Truck Exclusion Type-linked RD,Truck Exclusion Time-linked RD,Federal Functional Classification-linked RD
"5303925","TYNGSBOROUGH","08/25/2023","Property damage only (none injured)","Open","5:08 PM","2023","No Apparent Injury (O)","2","Local police","","18-20","18-20","","","05:00PM to 05:59PM","D2: (No improper driving) ","D2: Not Distracted","Collision with motor vehicle in traffic","Yes","Daylight","Rear-end","4","","",""," PW20234319959","Wet","Y-intersection","NMCOG","0","0","Traffic control signal","Two-way, not divided","V1: Not reported / V2: Slowing or stopped in traffic","V2:(Passenger car)","V2:(No)","V2:(No)","V1:    / V2: E","Rain/Cloudy","MIDDLESEX"," 23-191-AC","V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable","Roadway","At Intersection","Yes, hit and run","","V2:(Collision with motor vehicle in traffic)","Road surface condition (wet, icy, snow, slush, etc.)","No, school bus not involved","35","Yes, device functioning"," V2:(Collision with motor vehicle in traffic)","No","","","","","","","","206311.70310000","936165.55030000","42.67604906","-71.42299790",""," MIDDLESEX RD Rte    / KENDALL RD Rte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","Raised Median","","","","","Mainline roadway","","","","","KENDALL ROAD","PAWTUCKET BOULEVARD","","TYNGSBOROUGH","","","","","","","","","","",""
"5303927","TYNGSBOROUGH","08/09/2023","Property damage only (none injured)","Open","3:40 PM","2023","No Apparent Injury (O)","2","Local police","","21-24","21-24","","","03:00PM to 03:59PM","D2: (No improper driving) ","D2: Not Distracted","Collision with motor vehicle in traffic","Yes","Daylight","Sideswipe, same direction","4","","",""," PW20234319979","Dry","Not at junction","NMCOG","0","0","No controls","Two-way, not divided","V1: Not reported / V2: Travelling straight ahead","V2:(Passenger car)","V2:(No)","V2:(No)","V1:    / V2: W","Clear","MIDDLESEX"," 23-181-AC","V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable","Roadway","At Address","Yes, hit and run","","V2:(Collision with motor vehicle in traffic)","None","No, school bus not involved","35","Not reported"," V2:(Collision with motor vehicle in traffic)","No","","","","","","","","205995.75018353","934414.05398387","42.66028455","-71.42687081","95"," WESTFORD RD Rte","","","","","","","","","","","9902","2020","0.632","565","0.109","79","None","Massachusetts Department of Transportation","","0","0","0","No Shoulder","24","Surface-treated road","12","Hardened bituminous mix or penetration","2","0","0","None","Large Urbanized Area","Urban minor arterial or rural major collector","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","","35","WESTFORD ROAD","WESTFORD TOWN LINE","MIDDLESEX ROAD","TYNGSBOROUGH","Fair","Level Terrain","","Grown","","35","0","0","","","Minor Arterial"
"5303928","TYNGSBOROUGH","07/28/2023","Property damage only (none injured)","Open","11:36 PM","2023","No Apparent Injury (O)","2","Local police","","25-34","35-44","","","11:00PM to 11:59PM","D1: (Unknown)  / D2: (Unknown) ","","Collision with motor vehicle in traffic","Yes","Dark - lighted roadway","Sideswipe, opposite direction","4","","",""," PW20234319980","Dry","Four-way intersection","NMCOG","0","0","No controls","Two-way, not divided","V1: Travelling straight ahead / V2: Turning left","V1:(Passenger car) / V2:(Passenger car)","V1:(No) / V2:(No)","V1:(No) / V2:(Yes, vehicle or trailer disabled)","V1: N  / V2: S","Clear","MIDDLESEX"," 23-175-AC","V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable","Roadway","At Address","No hit and run","","V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)","None","No, school bus not involved","35","No, device not functioning"," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic)","No","","","","","","","","205561.43989661","933787.94902536","42.65465154","-71.43217409","150"," WESTFORD RD Rte","","","","","","","","","","","13787","2020","0.632","786","0.109","111","None","City or Town accepted road","","0","0","0","No Shoulder","24","Surface-treated road","2","Stable - Unruttable compacted subgrade","2","0","0","None","Large Urbanized Area","Urban minor arterial or rural major collector","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","","35","WESTFORD ROAD","WESTFORD TOWN LINE","MIDDLESEX ROAD","TYNGSBOROUGH","Fair","Level Terrain","","Grown","","35","0","0","","","Minor Arterial"
"5303929","TYNGSBOROUGH","08/20/2023","Non-fatal injury","Open","1:26 AM","2023","Possible Injury (C)","1","Local police","","25-34","25-34","","","01:00AM to 01:59AM","D1: (Distracted),(Physical impairment) ","D1: Other activity, electronic device","Collision with embankment","Yes","Dark - lighted roadway","Single vehicle crash","4","","",""," PW20234319981","Dry","Not at junction","NMCOG","0","1","No controls","Two-way, not divided","V1: Travelling straight ahead","V1:(Passenger car)","V1:(No)","V1:(Yes, vehicle or trailer disabled)","V1: N","Clear","MIDDLESEX"," 23-186-AC","V1:(No, not federally reportable)","No, not federally reportable","Outside roadway","At Address","No hit and run","","V1:(Collision with embankment)","None","No, school bus not involved","","No, device not functioning"," V1:(Collision with embankment),(Collision with ditch)","No","","","","","","","","205794.66022377","937088.79740018","42.68436416","-71.42929643","315"," MIDDLESEX RD Rte","","","","","","","","","","","16552","2020","0.477","811","0.068","99","None","Massachusetts Department of Transportation","","0","0","0","No Shoulder","46","Bituminous concrete road","12","Hardened bituminous mix or penetration","2","0","0","None","Large Urbanized Area","Urban minor arterial or rural major collector","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","2","35","MIDDLESEX ROAD","NEW HAMPSHIRE STATE LINE","CHELMSFORD TOWN LINE","TYNGSBOROUGH","Fair","Level Terrain","","Grown from Prior Year HPMS Network","","99","0","0","","","Minor Arterial"
"5303930","TYNGSBOROUGH","09/03/2023","Property damage only (none injured)","Open","4:13 PM","2023","No Apparent Injury (O)","3","Local police","","16-17","45-54","","","04:00PM to 04:59PM","D1: (No improper driving)  / D2: (No improper driving)  / D3: (No improper driving) ","D1: Not Distracted / D2: Not Distracted / D3: Not Distracted","Collision with motor vehicle in traffic","Yes","Daylight","Front to Rear","4","","",""," PW20234319973","Dry","Four-way intersection","NMCOG","0","0","Traffic control signal","Two-way, not divided","V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead","V1:(Passenger car) / V2:(Passenger car) / V3:(Passenger car)","V1:(No) / V2:(No) / V3:(No)","V1:(No) / V2:(No) / V3:(No)","V1: W  / V2: W  / V3: W","Clear","MIDDLESEX"," 23-199-AC","V1:(No, not federally reportable) / V2:(No, not federally reportable) / V3:(No, not federally reportable)","No, not federally reportable","Roadway","At Intersection","No hit and run","","V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic) / V3:(Collision with motor vehicle in traffic)","None","No, school bus not involved","35","Yes, device functioning"," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic)","No","","","","","","","","205591.00000000","933828.06250000","42.65501243","-71.43181319",""," WESTFORD RD Rte    / DUNSTABLE RD Rte","","","","","","","","","","","13787","2020","0.632","786","0.109","111","None","City or Town accepted road","","0","0","0","No Shoulder","24","Surface-treated road","2","Stable - Unruttable compacted subgrade","2","0","0","None","Large Urbanized Area","Urban minor arterial or rural major collector","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","","35","WESTFORD ROAD","WESTFORD TOWN LINE","MIDDLESEX ROAD","TYNGSBOROUGH","Fair","Level Terrain","","AADT synchronized with other stations on the segment","","35","0","0","","","Minor Arterial"
"5303931","TYNGSBOROUGH","09/09/2023","Property damage only (none injured)","Open","7:34 PM","2023","No Apparent Injury (O)","1","Local police","","55-64","55-64","","","07:00PM to 07:59PM","D1: (Operating vehicle in erratic, reckless, careless, negligent or aggressive manner) ","","Collision with utility pole","Yes","Dark - roadway not lighted","Single vehicle crash","4","","",""," PW20234319982","Dry","Not at junction","NMCOG","0","0","No controls","Two-way, divided, unprotected median","V1: Travelling straight ahead","V1:(Passenger car)","V1:(No)","V1:(Yes, vehicle or trailer disabled)","V1: N","Clear","MIDDLESEX"," 23-204-AC","V1:(No, not federally reportable)","No, not federally reportable","Roadside","At Address","No hit and run","","V1:(Collision with utility pole)","None","No, school bus not involved","45","Not reported"," V1:(Collision with utility pole)","No","","","","","","","","208058.18112543","934735.88149917","42.66316300","-71.40171117","116"," PAWTUCKET BLVD Rte","","","","","","","","","","","7392","2020","0.396","421","0.065","58","None","Massachusetts Department of Transportation","","0","0","0","No Shoulder","24","Bituminous concrete road","2","Hardened bituminous mix or penetration","2","0","0","None","Large Urbanized Area","Urban minor arterial or rural major collector","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","1","45","PAWTUCKET BOULEVARD","","PAWTUCKET BOULEVARD","TYNGSBOROUGH","Good","Level Terrain","","Pulled back from HPMS network estimation routine","","45","Surfaced shoulder exists – Portland Cement Concrete surface (PCC","2","","","Minor Arterial"
"5303932","TYNGSBOROUGH","09/08/2023","Property damage only (none injured)","Open","8:31 PM","2023","No Apparent Injury (O)","2","Local police","","55-64","55-64","","","08:00PM to 08:59PM","D1: (No improper driving) ","D1: Not Distracted","Collision with parked motor vehicle","Yes","Dusk","Unknown","4","","",""," PW20234319983","Wet","Not at junction","NMCOG","0","0","No controls","Unknown","V1: Parked / V2: Not reported","V1:(Passenger car)","V1:(No)","V1:(No)","V1: E  / V2:","Rain","MIDDLESEX"," 23-203-AC","V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable","Roadway","At Address","Yes, hit and run","","V1:(Collision with parked motor vehicle)","None","No, school bus not involved","5","No, device not functioning"," V1:(Collision with parked motor vehicle)","No","","","","","","","","205561.43989661","933787.94902536","42.65465154","-71.43217409","150"," WESTFORD RD Rte","","","","","","","","","","","13787","2020","0.632","786","0.109","111","None","City or Town accepted road","","0","0","0","No Shoulder","24","Surface-treated road","2","Stable - Unruttable compacted subgrade","2","0","0","None","Large Urbanized Area","Urban minor arterial or rural major collector","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","","35","WESTFORD ROAD","WESTFORD TOWN LINE","MIDDLESEX ROAD","TYNGSBOROUGH","Fair","Level Terrain","","Grown","","35","0","0","","","Minor Arterial"
"5303933","TYNGSBOROUGH","09/23/2023","Non-fatal injury","Open","12:18 AM","2023","Suspected Minor Injury (B)","1","Local police","","21-24","21-24","","","12:00AM to 12:59AM","D1: (Swerving or avoiding due to wind, slippery surface, vehicle, object, vulnerable user in roadway) ","","Collision with utility pole","Yes","Dark - roadway not lighted","Single vehicle crash","4","","",""," PW20234319975","Dry","Not at junction","NMCOG","0","1","No controls","Two-way, not divided","V1: Travelling straight ahead","V1:(Passenger car)","V1:(No)","V1:(Yes, vehicle or trailer disabled)","V1: W","Clear","MIDDLESEX"," 23-213-AC","V1:(No, not federally reportable)","No, not federally reportable","Roadside","At Address","No hit and run","","V1:(Collision with utility pole)","None","No, school bus not involved","35","Not reported"," V1:(Collision with utility pole)","No","","","","","","","","203061.62406749","933087.79098691","42.64836254","-71.46266494","49"," CHESTNUT RD Rte","","","","","","","","","","","1154","","","","","","None","City or Town accepted road","","0","0","0","No Shoulder","14","Surface-treated road","2","Stable - Unruttable compacted subgrade","1","0","0","None","Large Urbanized Area","Local","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","","","CHESTNUT ROAD","SCRIBNER ROAD","WESTFORD ROAD","TYNGSBOROUGH","Fair","Level Terrain","","","","","0","0","","","Local"
"5303935","TYNGSBOROUGH","09/12/2023","Non-fatal injury","Open","2:08 AM","2023","Suspected Minor Injury (B)","1","Local police","","25-34","25-34","","","02:00AM to 02:59AM","D1: (Driving too fast for conditions) ","D1: Not Distracted","Collision with unknown fixed object","Yes","Dark - roadway not lighted","Single vehicle crash","4","","",""," PW20234319985","Wet","Y-intersection","NMCOG","0","1","No controls","Two-way, not divided","V1: Turning left","V1:(Passenger car)","V1:(No)","V1:(Yes, vehicle or trailer disabled)","V1: S","Rain","MIDDLESEX"," 23-206-AC","V1:(No, not federally reportable)","No, not federally reportable","Outside roadway","At Address","No hit and run","","V1:(Collision with other fixed object (wall, building, tunnel, etc.))","None","No, school bus not involved","25","Not reported"," V1:(Collision with other fixed object(wall, building, tunnel, etc.))","No","","","","","","","","209398.84003765","937855.93640450","42.69123466","-71.38530747","102"," PARHAM RD Rte","","","","","","","","","","","3069","2020","0.21","150","0","18","None","City or Town accepted road","","0","0","0","No Shoulder","27","Surface-treated road","2","Stable - Unruttable compacted subgrade","2","0","0","None","Large Urbanized Area","Urban collector or rural minor collector","Boston (MA-NH-RI)","","Mainline roadway","Two-way traffic","No Access Control","","35","PARHAM ROAD","","LONG POND ROAD ","TYNGSBOROUGH","Fair","Level Terrain","","Grown from Prior Year HPMS Network","","35","0","0","","","Major Collector"
"5303936","TYNGSBOROUGH","09/24/2023","Property damage only (none injured)","Open","2:09 PM","2023","No Apparent Injury (O)","2","Local police","","25-34","25-34","","","02:00PM to 02:59PM","D1: (No improper driving)  / D2: (Unknown) ","","Collision with motor vehicle in traffic","Yes","Daylight","Head-on","4","","",""," PW20234319974","Dry","Four-way intersection","NMCOG","0","0","Traffic control signal","Two-way, not divided","V1: Travelling straight ahead / V2: Turning left","V1:(Passenger car) / V2:(Passenger car)","V1:(No) / V2:(No)","V1:(No) / V2:(No)","V1: E  / V2: S","Cloudy","MIDDLESEX"," 23-214-AC","V1:(No, not federally reportable) / V2:(No, not federally reportable)","No, not federally reportable","Roadway","At Intersection","No hit and run","","V1:(Collision with motor vehicle in traffic) / V2:(Collision with motor vehicle in traffic)","None","No, school bus not involved","35","Yes, device functioning"," V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic)","No","","","","","","","","206311.70310000","936165.55030000","42.67604906","-71.42299790",""," KENDALL RD Rte    / MIDDLESEX RD Rte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","Raised Median","","","","","Mainline roadway","","","","","KENDALL ROAD","PAWTUCKET BOULEVARD","","TYNGSBOROUGH","","","","","","","","","","",""
"5303937","TYNGSBOROUGH","08/31/2023","Property damage only (none injured)","Open","8:18 AM","2023","No Apparent Injury (O)","1","Local police","","45-54","45-54","","","08:00AM to 08:59AM","D1: (No improper driving) ","D1: Not Distracted","Collision with motor vehicle in traffic","Yes","Daylight","Sideswipe, same direction","4","","",""," PW20234319986","Dry","T-intersection","NMCOG","0","0","Traffic control signal","Two-way, divided, unprotected median","V1: Travelling straight ahead","V1:(Passenger car)","V1:(No)","V1:(No)","V1: E","Clear","MIDDLESEX"," 23-195-AC","V1:(No, not federally reportable)","No, not federally reportable","Roadway","At Intersection","No hit and run","","V1:(Collision with motor vehicle in traffic)","None","No, school bus not involved","30","Yes, device functioning"," V1:(Collision with motor vehicle in traffic)","No","","","","","","","","206704.52451729","936132.32657730","42.67574669","-71.41820591",""," CHRONOPOULOS WAY Rte    / FROST RD Rte","","","","","","","","","","","","","","","","","","Massachusetts Department of Transportation","","","","","","","","","","1","1","","","Large Urbanized Area","Urban minor arterial or rural major collector","Boston (MA-NH-RI)","","Mainline roadway","One-way traffic","","","40","CHARLES CHRONOPOULOS WAY","PAWTUCKET BOULEVARD ","KENDALL ROAD","TYNGSBOROUGH","","","","","","40","","","","","Minor Arterial"
